x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mzmed,rtmed,,,NM241,NM242,NM243,NM244,NM245,NM246,NMINF241,NMINF242,NMINF243,NMINF244,NMINF245,NMINF246,AM241,AM242,AM243,AM244,AM245,AM246,AMINF241,AMINF242,AMINF243,AMINF244,AMINF245,AMINF246
,582.1921461,271.3808227,,,28091.09341,4168.714884,23919.6758,46223.19123,55127.11952,2316.13726,4329.083676,58274.80905,891.3953719,3396.329097,15396.43025,44629.44579,24725.99318,15871.75021,5485.359373,17644.56258,8688.318918,13344.6132,26498.02895,42056.46317,3733.548857,2440.248762,42298.23563,1978.828426
,744.4415058,303.7369215,,,11537.41327,14597.62158,20905.38139,5716.062867,15059.00308,12527.9081,5720.451463,12342.05942,3576.882795,9745.292981,4932.388875,8928.421052,2382.344999,2802.094108,3248.385457,3231.21486,2094.286621,1929.084415,5581.649679,7988.931465,9034.954432,4518.908017,6163.944797,7329.633321
,240.012459,265.6869925,,,12756.42197,4026.289591,4177.357905,7543.393722,5919.217071,2877.578682,46071.67198,11532.10554,53899.15412,15793.44225,39898.32282,10877.76156,48156.86539,58808.01559,58792.59323,50600.31634,43095.47297,44826.60063,14125.09565,10276.0021,5504.680304,9354.970842,11428.88597,8676.527371
,528.2561896,302.9018686,,,357487.5259,449181.3165,629460.9688,437790.3065,521842.1027,533747.5572,224348.4761,518917.1847,176289.4495,419839.6122,206862.3245,404173.9682,152033.2034,128906.515,117727.8982,148857.4963,120880.9025,110248.3104,227074.7361,324213.1845,385710.1906,277590.9919,301351.1073,337711.3735
,454.8729121,368.0318826,,,30110.28314,18633.31815,23122.70013,21673.36545,14713.67015,12797.28748,35572.01894,15929.27744,35974.88129,20810.60386,24436.05496,15003.83632,43482.86908,42800.63331,39481.93814,36699.56673,32157.461,34384.15741,34824.03405,24164.37069,17243.44081,25702.54383,2693.576951,17474.92098
,609.0097027,137.9146849,,,20193.84998,4015.187667,9715.80599,17863.34802,15208.36189,11805.4249,2049.84411,12417.65246,6276.493835,1238.618248,24954.28241,14639.67724,10502.93928,8063.954277,7515.082024,9801.237521,4248.606078,6622.838429,21088.02804,16840.32203,19043.02965,27133.02544,23449.59209,14279.79589
,251.1892366,259.5629883,,,50764.81539,46063.05638,36592.13591,51516.94791,39823.81563,36433.8602,75644.44762,12090.29401,93812.50378,49789.99151,82930.96438,44404.89145,98836.63762,121886.3785,125911.8929,107215.4861,93253.44829,108986.909,66950.20781,60051.49685,52760.61796,52615.71563,39254.11142,9428.128045
,242.0096931,266.5269403,,,7045.025083,2314.097133,5850.112771,3849.536971,2837.745648,1774.385794,24625.58806,2614.699855,27679.18032,6040.892458,20029.83072,4659.119495,25773.15449,26969.55908,30357.68677,25550.63231,22001.66614,22409.94874,4163.315863,4080.842999,7361.678494,3899.229541,4908.386233,3980.133223
,440.4157854,378.6864425,,,65899.94861,21004.07583,49750.10252,35953.25115,44699.51739,24227.07433,140897.5113,31206.53235,125727.8349,60484.65639,86217.01691,49140.28023,91466.40468,90134.75069,73581.85557,73055.12795,57934.42268,69436.01146,62240.66158,60206.49808,79961.98757,52146.95174,58292.40506,51635.24054
,266.1842028,321.7530662,,,454849.7289,400230.3707,376106.4561,417065.3674,378763.2064,344228.888,540574.5123,333961.5654,628354.2569,385725.86,524918.1961,360867.3581,644739.1626,718240.8281,646459.5222,623624.6788,568292.7123,576043.1298,514126.7232,454947.885,432977.9972,1153.252861,421428.0677,390783.1923
,227.1385729,255.3080672,,,31504.44656,11103.15771,21516.07681,1032.311995,18573.93299,15461.64118,46528.59569,7036.080989,63175.89477,18395.90311,44003.33675,12166.6643,41186.05498,46233.54256,43994.42738,37345.52393,32160.72051,43334.52556,12563.1906,19248.41731,29483.8953,24939.2119,21034.77628,16031.40895
,229.9034674,92.90726781,,,3173.198762,2885.420831,3274.731981,3223.521915,2681.976466,2842.94049,3904.172802,2446.426454,2178.078147,2758.199009,3414.751088,2607.537394,4337.710882,4635.09224,4277.614986,4833.642983,3515.448704,4440.548334,2213.247061,1950.86364,3444.923637,3112.120398,2123.585815,2679.52398
,501.7918366,257.0218359,,,6038.308066,5242.046669,2666.807015,4320.690504,3720.683612,4155.419495,1854.801607,3065.61462,4279.717101,3059.843548,3834.072176,3511.889053,5181.545427,5571.760247,5159.869043,4495.322265,6056.117928,4988.33713,3107.867155,1063.610093,3540.715091,2115.885656,1574.497798,3068.948891
,244.0601934,203.4715376,,,5100.373586,5171.741967,3762.355893,2541.780041,3942.901881,2597.76578,8098.663163,5024.915198,9122.927294,4594.438004,6860.84948,3931.818012,7322.441207,5853.801059,8571.395019,8631.109923,7406.234465,8648.160974,6322.149521,1473.744116,4667.614465,4498.309608,4833.034864,4324.221857
,715.3438893,355.1549029,,,236791.0283,398914.7128,338634.7455,355124.0908,294581.7409,362880.1555,247457.0417,642908.9357,53053.15903,483972.543,172257.8018,407113.003,111007.3594,87273.23816,45368.92241,96860.42627,68753.5547,68754.7653,227878.1203,371656.4041,228975.7997,302249.2244,213886.0738,277074.2374
,684.3571945,224.8544424,,,3301.873933,1875.265418,6393.581311,7714.409905,4843.409681,12306.39057,2194.233296,7036.057188,1448.403357,1377.691378,1178.776189,7557.406157,1005.9724,1374.275816,1301.864962,1622.298991,1446.103917,1369.418743,2364.391417,6277.51266,3473.187909,2654.110827,4420.631784,6337.368612
,587.3020207,299.021287,,,105805.1588,161003.7137,138191.4321,165007.3905,139926.8231,166391.8581,100788.7555,151128.8838,43731.63408,188446.2388,86856.56187,74007.00254,1469.555404,44154.85148,22698.82522,24825.45605,36633.76219,30450.58493,87610.03298,80017.77947,3478.413214,122823.2869,91707.76658,106959.6069
,1035.624861,270.4302423,,,287343.0752,182321.0402,118686.1751,244844.0316,141714.6112,242294.0788,203000.3366,177086.612,171778.5556,257177.6706,149480.2672,231599.7018,146577.6965,101875.6747,93761.65043,115163.5064,98136.88893,77546.13872,198745.265,216590.0376,255745.4604,199398.1023,213588.1241,221680.7896
,693.3126871,305.1469634,,,71023.74727,102099.678,103139.1168,91869.3636,110104.3872,101517.4361,1275.97246,99133.62771,32609.73613,92941.93408,38335.62124,65513.77285,4539.689563,22743.33306,21799.66985,21424.02984,3191.172684,16652.40102,5571.810988,51250.39932,74765.87899,47819.7568,50258.40475,53065.54399
,773.377611,234.3505174,,,5365.487863,4612.663327,3201.964651,4078.074094,2901.946087,3720.523456,3411.525238,4636.165836,1769.997103,2810.754465,2126.353021,2229.549547,2500.39082,1512.312064,1713.607526,1722.372592,1694.602276,1456.431551,1179.667288,4368.523057,2675.653254,3420.029682,3563.484228,2963.298331
,762.3045295,308.7901497,,,2976.771727,3084.726693,3392.378358,1185.414758,1278.968193,1832.792898,1357.795625,3061.603153,1226.662629,2771.572408,1354.520541,2499.746522,1646.376563,1334.024768,1334.779509,832.0830662,1363.495318,1193.019063,1903.222917,2732.785677,2459.898525,2186.415957,1974.68927,2231.100112
,301.2592534,208.1901497,,,103711.6059,103009.2487,82203.01069,96517.47154,89989.31596,75125.01983,126290.4865,85640.54155,147607.0005,88598.98844,119011.6761,85089.26358,120269.4964,158481.0212,139193.7512,123282.5261,128443.6569,129047.7817,112757.209,109130.6485,90283.01445,103341.813,86005.00048,87431.53383
,816.3035673,230.0427439,,,2259.341295,3884.752505,1536.293985,2910.195678,3211.584226,3181.25643,1910.128386,4180.923644,1064.672846,3240.463687,1062.369025,1557.101914,910.7953643,994.1217636,822.683694,951.8366316,783.6882846,751.9103366,1675.765917,4143.663221,1682.030544,1604.357659,1978.87397,2134.143525
,1196.569949,257.0599504,,,6997.562858,13352.27381,12985.12369,13758.23645,10498.07731,10774.91892,7088.50113,6683.128004,3255.789481,4399.009438,5336.805148,7811.537278,2957.114479,2472.883299,1811.349701,1463.349041,1806.350052,2457.213237,1031.465456,8440.231731,7419.839601,6512.007256,5734.353116,6310.786921
,703.3051833,337.0688957,,,93669.74841,109448.2323,181302.5625,134863.6117,146358.3779,142443.6077,67449.88663,95102.99213,12187.07415,152711.739,2612.865105,127802.5443,56989.86879,38956.45267,55515.62426,66097.42616,62205.05684,66218.63838,64031.09144,106359.2669,133851.2739,88675.64993,110528.4308,117189.205
,352.2650662,363.0253902,,,95567.58348,130018.5298,110414.6209,109364.2074,95561.81769,105370.8419,133724.8946,185778.4547,60445.94372,153509.483,85427.12578,109338.2084,66968.96944,57757.72447,20348.84665,67138.23712,35752.99888,36573.40682,115117.1146,124873.5637,88513.50999,118388.8752,93351.30597,60889.61919
,105.9754033,110.9091371,,,3486339.445,2585894.371,2670845.183,2584639.586,2478850.791,2490122.429,2220855.144,2248678.411,3645244.291,2333466.52,4111771.383,2518712.987,2917045.922,3806551.265,3704038.796,3332167.395,3170390.867,3502977.602,2269009.942,3679214.397,2900412.854,2531234.438,2378476.541,3424205.122
,298.2843443,405.1195898,,,85316.74359,50587.51339,67381.45206,1313.489625,47633.84019,45497.99336,106052.5183,40589.05312,115821.7862,56310.97307,86620.10961,61300.68581,122594.8872,136207.7254,126821.7357,97827.86571,94658.91616,107700.7131,65456.77232,67303.21961,56835.20403,48789.97471,47169.96776,49941.52696
,456.1340774,288.2739973,,,2853.790689,3330.796957,3488.884206,3597.853463,3026.083295,3959.962821,2915.970362,3695.6957,4837.074714,3525.183896,4698.219337,2804.301634,4407.617723,4631.283982,5297.203682,4895.775012,4355.017593,5002.33679,3792.853762,3825.391651,3364.221891,3076.055945,3897.521978,3426.468901
,538.7549646,263.8858659,,,37211.37764,23557.51552,3376.6391,34680.76616,30237.91247,29609.31179,42821.58554,27394.80925,48599.55292,31863.0621,34640.81525,27302.48588,48920.11147,61933.5244,53366.37961,56985.61555,46905.95598,49778.2888,31021.18307,36336.29209,38879.37433,32585.314,28420.91034,26403.96125
,735.2300193,305.0129502,,,5104.572616,7253.109664,8701.742108,6172.647794,8547.456675,5774.127939,4026.157199,6567.948008,3737.629856,6258.501264,4377.802816,6618.600548,2732.309834,2303.29758,1911.834409,3426.780306,3254.645683,3221.268719,4031.293403,2983.588324,6678.949204,6085.834813,4808.220372,5495.618463
,693.8117942,305.2292116,,,24250.71599,33345.15999,46087.59496,10475.80039,38131.35049,17565.63584,8025.65192,32017.66152,13926.43947,25606.33646,11816.61584,8908.567165,7755.680089,5397.986779,5170.419471,8853.858194,7996.829788,6930.82092,12393.98733,22254.78883,18450.83686,3127.628814,3921.717247,22253.77254
,471.2248206,298.7349081,,,296888.6831,339055.4283,334463.4728,360638.7057,351086.6821,349935.6446,244938.06,278108.8644,175929.0275,303684.288,244119.9674,258107.1117,159426.1919,252546.5452,134854.1685,223578.2043,143905.5271,180332.0243,357103.8891,497179.5331,275449.7086,455134.8611,325250.4402,380577.947
,1038.12146,269.487744,,,73264.63585,7313.329357,4570.619246,79670.21236,11029.9735,55489.3688,35449.45476,9137.188638,4268.822415,106480.5781,10915.93471,9473.744335,12694.03173,3935.170566,4153.421408,5050.362747,5175.679129,3543.358829,33144.76067,62343.78063,1748.672227,45010.38292,7384.167087,53874.76028
,300.1759385,351.4726498,,,180515.656,3731.148379,213995.2572,223855.8101,215078.3902,201228.3282,215485.8847,178632.1829,270437.1667,214286.8217,248830.2479,202960.5437,251947.8759,295090.3509,291743.1076,283558.5917,272459.8538,266936.5698,229768.9915,228205.3391,231263.578,237951.7449,223048.8703,213635.3292
,452.8760586,367.6637115,,,43131.35459,30419.94861,28048.76184,28744.80363,25284.25567,24077.50835,44512.96582,20350.1982,50713.78872,23355.91016,35237.4917,21459.11828,58855.27678,56939.58115,54375.87472,50062.11821,40427.54954,45579.00197,36720.37479,25778.87519,23894.05505,33645.52384,26947.46595,20483.32862
,166.1363769,240.3374372,,,28948.99117,20126.59045,20203.90393,21051.94046,15539.13187,12611.6765,36499.29655,22384.54685,28366.95285,24962.67688,26690.72985,9459.228672,38878.7927,43776.544,39502.32758,34522.68057,29854.53321,35417.40427,25564.39014,26752.98945,22715.70664,22635.36844,19250.08621,20775.24988
,123.0570067,344.6545637,,,186356.6067,190569.7087,200452.3893,203714.46,194225.3366,188429.2988,200590.1401,179630.7929,229828.218,198144.0518,211201.6429,191297.9376,214777.6898,245481.7731,230886.5814,234660.5757,222451.1825,230737.187,209919.8023,215599.9464,215493.2009,209014.4331,198490.8065,192860.4223
,907.4873149,304.8801619,,,2524.305292,6137.632161,6960.268703,4262.277172,4767.575317,2252.592232,3068.361678,5190.490057,2427.112655,3111.554404,2848.369319,3864.386208,1428.384351,1563.656051,1497.676942,1767.274799,1295.553875,1199.679775,2874.947893,3647.926072,4194.493101,2972.903105,1065.363754,2598.771727
,422.2401837,237.75397,,,56710.8854,103132.7534,48751.41918,80830.68424,59570.71381,2681.919346,33389.70185,9439.690976,6821.188132,20586.79958,19555.19351,11944.93828,14444.24754,41276.1812,4517.300581,17219.42622,7316.001209,16189.80169,39978.56229,155158.8332,70927.65013,97519.92906,59511.82127,89018.49566
,1057.514981,269.8986483,,,238169.1673,255847.9709,295549.4148,255934.2971,271923.9518,246866.8975,212081.9609,253693.6313,210260.0691,256560.2039,229449.4176,244414.7649,190579.8695,167472.4476,188763.7026,186571.2772,185290.0566,156704.8817,220370.9485,247217.837,262866.0782,199826.4966,234910.0201,241252.6495
,814.4472864,374.4154997,,,2111.413509,2583.40778,1573.744074,1420.25283,3644.07081,1420.756114,1611.451658,5520.69235,726.9827849,4790.767929,956.3743388,5062.766386,905.7761857,1219.557403,656.4791929,620.2772293,618.1551834,605.7507755,2144.02661,2535.435727,3555.444822,2985.538345,2949.777325,3419.794306
,821.2746439,291.867359,,,5008.752764,6333.07978,7184.300831,5863.461594,7129.54174,8771.769301,3233.181985,9492.090656,3009.303383,3382.513408,1409.183879,6986.477747,1006.673678,1442.157448,1933.581409,1962.53604,1830.320761,1524.81852,2023.194887,2434.374906,6307.935582,2034.24482,6740.462827,4403.965822
,368.3360641,191.8958908,,,30041.058,43033.73957,30277.43556,50456.08758,38689.79305,35364.67558,29976.59789,37830.07921,29347.84374,52430.545,38349.20778,29715.23574,17583.35288,16443.6626,17105.22439,22118.09618,18747.54448,23502.4102,64899.7892,51528.67851,28580.87716,57099.29224,42048.23552,31517.16189
,291.2423215,410.2605064,,,205894.6227,349363.0811,227124.2105,266514.632,189407.3302,260149.2095,180779.1489,333913.6163,73225.10538,245286.4613,123550.8945,206739.1055,91132.61769,98875.40473,49656.49727,100317.5489,58872.51777,70970.07822,155688.053,304591.82,162179.8915,233905.4339,143599.9063,213739.9349
,351.2215453,314.9574879,,,193153.3016,174800.7881,149675.5313,246567.4604,203172.6757,171785.5648,250625.5618,134812.6158,347970.121,195658.8907,280676.0682,183508.8852,295525.5616,363635.6458,354574.2097,343196.8844,325502.194,329615.6846,177516.5813,180186.5241,117283.4538,227960.6324,154566.2235,140908.8238
,567.2774252,315.2870978,,,85083.1774,156467.5454,95071.23053,136756.5608,104021.7135,101092.1707,79471.22131,134696.4319,45628.48781,163669.2054,70632.38185,117644.1532,44948.04286,19975.1092,20207.17584,32286.34395,32377.25093,26023.51306,94672.85441,125108.7016,65222.09476,144083.188,81083.55878,96388.23413
,813.3998004,305.0380888,,,7019.318111,3339.701354,7907.829178,1620.105598,6920.782018,8532.81706,5272.730773,7519.770219,3401.262238,6573.096828,3660.208671,5522.482004,3923.127588,3022.412547,2846.973043,2794.188478,2813.239363,1823.489029,6079.140538,7084.81716,7573.749245,6264.674288,6026.602916,5629.552957
,239.0945375,259.5617805,,,54040.50994,35372.9686,28526.69659,31047.25122,26943.37719,5912.779327,61053.07351,32056.03219,70169.4125,28158.40552,51922.77249,30252.32827,65896.39411,75887.72682,72983.53641,60982.51593,53749.36604,56271.46121,51021.16318,44991.11007,35128.36101,43261.81742,30260.75981,37383.45865
,618.3973705,280.539167,,,1817.677114,2182.337012,1839.336867,2324.596064,2319.195501,2359.822789,2270.153357,2768.628141,1138.458831,1450.073719,1408.946353,1379.658532,1354.308712,1316.613196,1048.447069,1103.830796,1081.120972,867.4748161,2151.828405,1795.499007,1580.602493,2080.763235,1776.996828,1475.505731
,308.2404073,385.3041025,,,98509.10631,126067.6589,86837.30937,118338.2492,95839.6266,100248.0701,90296.97556,131331.2698,47744.03772,113830.7722,50202.68098,87904.38854,62405.27332,51773.58994,41081.43996,46922.20741,49081.39244,45538.93659,98504.1856,123176.4038,90009.12794,110289.5585,57353.06819,82518.01335
,974.4446366,293.7815034,,,17393.66898,13363.28639,23620.87328,15697.22721,18806.73915,18520.93123,11546.39099,22278.21628,5689.412992,17738.35377,8901.877779,10390.66657,6752.044829,3814.582303,3285.427104,6347.551419,4396.708483,3387.712684,3259.696696,17884.91975,5352.395829,13821.02763,2789.233335,6497.789348
,794.0477121,138.3437174,,,7163.9579,3987.420731,4634.282611,2604.508865,4576.309628,3556.735958,8582.554844,4627.394559,3019.247666,5477.4423,6182.918661,3580.771464,1694.655413,2493.550025,2147.686597,1650.093878,4849.444253,1902.075923,7184.886127,5686.667661,6294.087867,7090.426074,7207.077919,4400.638952
,826.5068558,137.4594998,,,3411.676003,5864.007828,2098.03946,9004.576545,8928.739463,5740.312225,16648.52162,7615.08577,3751.068658,3331.786485,6929.217479,6963.437264,6121.671162,3018.018835,2748.036096,5149.063413,7371.188218,1552.62665,5824.215539,8821.178306,1399.353217,11978.72663,11652.36379,7678.483533
,486.2947373,170.8815009,,,6255.683264,8223.043674,5587.647831,6812.602922,4757.362194,6299.255925,2627.088985,5810.750635,1847.513285,5066.356277,2488.721454,4119.679784,2597.833896,1640.813659,1297.208721,1863.792671,2062.02735,1637.088598,3862.487036,9572.204807,3458.633164,2596.759431,2999.299966,4317.5991
,318.1858245,344.6545637,,,174367.9141,197206.3575,213367.3757,235093.2583,225795.0937,215253.0539,218780.7333,182416.339,285344.1418,219579.1145,269624.1222,216564.948,254773.4388,310094.8202,289798.0347,302965.6064,291668.6368,302875.5457,233869.4605,236899.987,245889.783,249069.5194,233727.7169,227581.2606
,548.2211109,303.1381153,,,32008.97689,45670.43242,101480.9172,70096.79581,78676.94607,76214.03647,28170.91807,63477.57349,26413.01206,51840.969,24472.0738,64700.2094,21056.72505,17345.00077,20621.67511,9453.609171,20919.5881,12749.85249,24624.54333,39693.79632,46395.62301,29673.30936,48174.04376,45189.38334
,194.1310833,192.3329377,,,36277.80821,31820.34985,26322.96136,30562.26317,26204.81951,24129.26591,47562.77079,23739.25539,16330.83074,27973.52827,43078.95758,24226.45331,44106.40303,64607.81537,57687.99567,45022.05011,44799.69169,51877.07252,1716.914734,35781.75032,30104.73864,28443.3259,27453.94193,27830.5977
,789.3875735,217.1598469,,,6195.725944,8546.226119,1782.18549,8019.879751,7017.235662,7440.894731,3884.139313,4989.563491,2282.31137,5274.514786,1406.680333,1826.60634,2152.206185,2115.536713,2072.84271,2339.345237,2064.289505,2014.170311,3748.557739,5253.298026,3060.1806,6146.393938,4749.952791,3658.567261
