x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,mzmed,rtmed,,,NM481,NM482,NM483,NM484,NM485,NM486,NMINF481,NMINF482,NMINF483,NMINF484,NMINF485,NMINF486,AM481,AM482,AM483,AM484,AM485,AM486,AMINF481,AMINF482,AMINF483,AMINF484,AMINF485,AMINF486
,242.0096931,266.5269403,,,11043.41111,8573.757037,19818.10437,8125.419786,15689.26452,8640.581919,20844.04288,34012.97013,17923.93534,27302.93408,15766.70026,20119.99683,3546.788654,14491.81204,6102.713496,5091.645265,3034.893443,7032.143148,1419.07493,15246.50278,2562.405133,14034.29208,4698.204128,4817.387581
,440.4157854,378.6864425,,,89158.95744,44058.3494,109878.5806,58462.31369,99493.99258,52230.87815,60353.20731,144824.7019,32019.54198,73049.54481,40454.46918,70748.45918,29908.27611,4117.190646,29629.50334,11819.46847,18685.10422,12521.60928,15077.2201,65997.13676,13646.35537,26298.19316,13111.50581,30389.91363
,266.1842028,321.7530662,,,566434.7629,466455.1292,575162.5963,464449.1404,514102.4432,449384.7243,931892.5562,710374.0249,612474.8411,674564.942,627715.9093,583373.4583,370149.9088,400602.4808,442807.5449,345281.9217,360398.0391,384170.9954,410091.6367,468900.0159,326165.7936,400277.0845,319469.019,351033.441
,227.1385729,255.3080672,,,40021.99674,18462.97095,45777.61805,31004.79631,40431.24759,22094.34445,86104.57491,86282.90437,48026.58389,55505.83374,48833.57036,49508.02941,23043.38213,22325.86331,17785.17941,17934.81886,13768.5917,14651.8863,911.7872501,34294.90246,21358.77377,38005.739,22978.32484,21467.67007
,229.9034674,92.90726781,,,1066.150214,3254.915998,5398.329211,3377.714046,4493.089368,2667.487529,4023.567399,1638.422312,5159.748664,6258.844617,5034.02536,4826.466196,2252.835179,951.6677928,2012.72129,2175.899602,2530.361922,1750.450273,2553.490278,2907.56754,3619.55934,2653.147658,1709.87975,2231.984225
,501.7918366,257.0218359,,,5323.4324,1606.486676,4937.636842,1151.484838,4138.226986,3263.164139,3979.410991,5587.3607,5606.879455,5163.133929,4533.947414,1172.346188,2445.65711,3006.900985,2987.54456,3131.102733,2526.218388,3184.74641,2828.317595,4124.946906,3285.2584,2622.956052,1812.077035,2720.960095
,244.0601934,203.4715376,,,8913.201921,5600.898341,2169.49907,3243.256006,8053.868812,4941.469697,9966.154123,10145.03184,8978.768409,10800.64154,10270.97447,8365.042968,3183.414898,3880.484572,1818.337786,3826.527026,2090.590268,3585.152664,4510.193718,6664.027776,3972.497538,4889.493445,3321.87944,1469.876647
,715.3438893,355.1549029,,,178648.8883,347579.5443,107169.09,237903.5607,129428.5132,199193.9205,4018.708564,98558.00294,129839.2106,48587.64143,59174.41735,108591.6127,395175.5173,441163.6363,290981.3879,420950.6976,318979.4168,363098.308,599119.296,378810.9232,701380.2979,484795.0819,621092.6342,495373.1997
,684.3571945,224.8544424,,,1768.213269,1695.035795,1875.052473,1359.771896,2644.925675,1176.304149,791.1207207,694.1102499,905.3216642,645.7537285,891.6851156,617.9834259,4466.114043,3764.840467,4064.520326,3406.190145,4931.975356,4494.152924,1780.24703,1814.10188,3910.996333,1814.461784,875.7200531,2907.662378
,587.3020207,299.021287,,,82811.76788,148526.0999,53911.56195,130489.7511,41659.41412,57900.00358,15450.78208,4140.578709,55474.66613,19156.35999,30236.92687,43552.05093,157321.9825,217088.2242,128031.1038,188493.6741,156702.031,188698.0893,255990.7224,156871.2843,285044.126,235707.435,240079.6637,194996.1272
,1035.624861,270.4302423,,,170331.7136,213078.5787,146240.5943,192560.8384,137191.9486,168914.8043,44407.65465,95345.69521,136197.1515,117523.4306,97300.84401,89887.87716,167704.2164,227878.1422,222596.8306,244088.3734,230040.8387,212584.646,202916.3025,169302.5921,159096.5817,172549.9937,233048.7097,213188.6532
,693.3126871,305.1469634,,,48296.42896,72786.37953,31472.18933,68690.92426,40572.24928,54642.42482,10256.06648,22054.50166,19445.1159,15551.70291,14207.74672,21109.93486,69758.75715,44019.3065,63017.14818,59761.37715,49717.85509,51060.59197,34831.71817,37106.20142,82551.92532,45336.05834,66824.21809,62345.93517
,773.377611,234.3505174,,,1828.459575,2861.640827,1457.216176,3327.829207,1531.199561,1732.561534,943.0035237,1756.979338,1235.820092,1141.159194,1234.90687,1542.539477,3056.080906,4443.359659,3496.319154,3639.204164,3509.941061,3807.612442,15566.35903,4975.816571,4241.212814,9798.643738,5923.017915,5338.462205
,762.3045295,308.7901497,,,1788.601778,2700.614667,1334.287749,1358.812042,1179.198365,1933.692758,1207.050401,741.2337324,1464.244926,873.0576377,1048.436179,1276.044087,2793.911255,2522.136786,2629.729502,2323.302857,2191.146602,2139.258007,2417.291328,1504.613943,3526.270294,1931.154267,2111.510071,2514.634265
,301.2592534,208.1901497,,,131098.7134,96596.08924,130735.6295,105774.0065,116871.3641,93406.82798,168750.149,154816.6313,127114.7896,141684.0328,138962.8287,114708.4838,80586.54954,91404.04131,82615.08651,72429.02659,60403.77206,68312.92853,95827.49585,120852.0322,83339.59456,80266.83886,72656.74976,81977.4647
,816.3035673,230.0427439,,,2270.094449,1377.845107,973.4264515,2976.210504,1405.847612,2075.941605,747.430784,613.2497952,716.1566202,602.2134605,544.2688971,491.0411362,2628.891288,2430.458835,2460.464155,2101.724542,1867.504742,2508.791682,1680.160839,1286.85551,2818.632965,1607.132411,1863.26916,1902.03409
,1196.569949,257.0599504,,,5031.964899,3478.364803,3437.825896,5435.205769,3664.506848,3830.077712,1119.846803,1488.707571,2150.940837,1318.671956,1062.642664,1502.615768,7131.024369,9587.474782,9316.564671,9777.346112,6665.99629,7903.138397,7944.664973,5067.277042,4097.172508,5857.385889,7733.000952,5147.662572
,703.3051833,337.0688957,,,91369.88305,126983.8904,79686.48569,101589.3201,74676.82066,106967.322,30043.1217,50538.41579,55254.60761,35219.01527,41596.63876,50030.02648,119752.289,85981.61796,113756.7649,104124.838,102609.4454,116276.8935,58573.18426,62526.53271,108082.1396,55693.97194,91827.15917,87228.88691
,352.2650662,363.0253902,,,61740.67765,123951.9378,67328.84771,100745.549,74507.65876,84001.97211,23634.79025,59907.65763,86516.26575,44110.95415,16182.79425,60191.57748,140644.3401,190532.5632,129304.4783,161700.8859,118392.3772,154320.3706,231775.8745,174029.1866,216849.9313,191670.1827,216187.8257,171570.4569
,105.9754033,110.9091371,,,3238488.451,2708447.468,3518214.56,2850935.234,3236500.819,3733434.462,4128839.68,3758749.801,3826976.381,3695693.358,3794372.005,3524396.829,2186190.495,2000306.819,2310983.013,1978777.546,2109408.569,1727893.335,1368851.628,2044328.692,2096346.877,1724414.531,1525556.074,1882271.756
,298.2843443,405.1195898,,,99811.27985,71592.34608,91943.30736,71492.34838,93574.96072,77444.99137,239646.5621,159775.2653,141270.5519,170314.3465,139863.1557,136491.6403,50049.99385,39044.61875,70564.45423,23672.75575,41799.82705,49313.23548,64556.72712,68716.67328,53627.39988,58019.15794,976.6795532,40059.53873
,456.1340774,288.2739973,,,3480.722052,3815.278004,4449.976877,4119.611367,3579.180869,3175.765655,7079.697819,4353.862658,4492.615536,4716.255585,5638.898509,4723.658242,3147.876857,2950.826962,3646.985696,3526.91641,3520.820671,3262.152623,3314.30869,3314.260611,3399.607149,3228.790968,3637.84855,2682.434228
,538.7549646,263.8858659,,,50770.80752,36130.51216,48334.48211,39286.92264,46899.54901,37864.79226,60243.48768,46687.20894,51118.76698,33648.36819,56998.77231,44173.72873,25631.82807,33454.51395,33739.70686,18549.37936,26524.92248,32879.21755,10528.35391,26428.9489,17843.99228,19893.46925,28479.51343,29083.03658
,735.2300193,305.0129502,,,1064.854515,5176.942501,3746.076011,4946.921035,1549.791747,1276.339261,1559.721803,1852.783962,2796.015706,2219.00939,2582.626385,2625.181568,4524.231598,4653.862484,5822.873499,5193.510954,5782.464876,5446.522413,2083.056881,3403.135664,7747.215121,4701.855255,5647.976432,6480.349571
,693.8117942,305.2292116,,,9751.376833,26128.92682,8723.113128,19183.1424,13418.05371,15797.40093,4908.803061,8711.247767,9450.441721,4906.253194,2986.786609,6863.637938,24674.15669,20238.93465,28196.76313,20106.18879,24575.54273,19087.99169,7041.914238,13949.27922,37578.5878,15417.69585,8738.497588,20583.57435
,471.2248206,298.7349081,,,247336.4251,307171.3925,203365.4198,292775.8371,241892.8088,264741.1003,85569.78757,85763.41966,108069.1888,74233.63054,90884.29876,90027.62757,362913.3201,373029.7225,516496.0785,367082.8296,439371.5915,437725.2556,335051.1734,271562.363,326464.7352,336948.6258,327893.3121,300425.3382
,1038.12146,269.487744,,,6883.810136,53368.61727,12159.75216,28740.75066,4630.880726,22823.57786,2352.496916,5318.71362,2414.712862,2227.230747,1557.105942,2233.433751,38577.37548,64935.51434,59870.77289,65224.11981,61699.52582,49182.21487,8482.26716,4845.965164,1643.151047,24227.07911,65289.29401,40008.27961
,300.1759385,351.4726498,,,242733.5831,216415.8287,262131.0567,236416.1167,243324.9002,216003.6579,337519.9849,295976.9649,263154.4511,294012.795,275043.3632,256796.5131,182502.6192,202615.6963,236468.85,194252.2691,203251.3647,209057.1505,212090.0202,242938.8893,197062.9475,222632.5618,192427.0958,199654.887
,452.8760586,367.6637115,,,44133.98584,30099.40103,43346.03835,31662.57067,39741.91163,24648.06681,74134.53673,55055.68186,44545.25698,52833.81662,44669.48976,42628.16024,22755.08249,23602.63691,32157.33846,19634.01948,19167.37316,24211.09567,30723.37315,32896.31518,19424.78883,24679.17828,18000.19945,21739.79021
,166.1363769,240.3374372,,,33665.45829,19717.63409,34952.05658,24930.34259,30353.35841,26366.89504,55519.7073,36552.94305,41519.88454,33944.68064,33404.19619,35029.80437,19839.66431,20706.83383,19507.30545,14633.31278,15394.62722,15901.46336,20754.88968,21407.20132,16239.1491,17480.40188,12813.87772,16135.3621
,123.0570067,344.6545637,,,212205.2639,205409.7783,222095.8659,208107.8247,205909.8206,192997.1373,261938.5831,245865.0931,223391.1122,237587.7029,229721.4785,217056.0657,182840.9242,193181.0846,202377.4581,190730.6474,179409.9556,189244.3731,204926.9149,218784.3794,194101.8587,195309.8445,183343.3411,186124.4803
,907.4873149,304.8801619,,,2131.824803,3552.173925,3150.779924,1842.789889,3264.75556,3274.292276,981.5894679,1301.952437,2091.705648,1160.678382,1269.349707,1710.836753,3829.374147,3201.376272,4251.214417,3565.448343,3455.182556,2885.200684,1999.376555,3275.424095,5117.220606,2755.943639,2683.701223,2181.298154
,422.2401837,237.75397,,,4954.344656,4072.463065,1466.29983,13421.82515,9080.328741,21995.78622,3727.666085,5684.878015,4098.491155,4469.730352,3471.235959,4413.27995,65921.3278,83286.79108,55260.85839,73699.58426,55167.69645,67786.45195,109919.8763,57545.40183,126716.7136,84375.20917,103578.2056,69939.30589
,1057.514981,269.8986483,,,228299.6037,245603.8778,229066.6447,238992.9691,224500.6544,222273.1634,54170.5506,159390.8406,193168.7568,124850.9733,144005.4847,171083.9999,231155.0685,217670.7744,247786.743,234675.8992,226562.1145,230239.7289,211319.5506,207676.2656,248824.3642,223258.9912,225347.1489,214143.5759
,814.4472864,374.4154997,,,1370.031309,2913.619874,812.6335006,2464.421738,1333.684724,2564.043517,707.262831,719.7315246,1476.356796,764.6449277,523.0936038,464.1336048,3439.87496,3117.36923,2889.607454,4143.551207,2423.70133,3236.789173,2850.069323,1596.45873,5370.389385,2703.457521,4722.216384,3851.446614
,821.2746439,291.867359,,,1158.861056,5989.953911,2672.268736,1359.568039,3413.719513,3869.825067,907.4654673,1185.610431,1680.376971,988.0962787,1168.561676,1092.206659,8298.653363,7717.99579,6320.217855,8861.680012,7023.796308,5657.275728,6420.59929,3805.994906,1019.262032,5669.246836,7955.294231,6014.538845
,368.3360641,191.8958908,,,18207.53987,31501.74402,20705.44339,32188.91287,21948.30655,28386.99762,8870.279674,18750.47616,1213.387999,2142.103801,10443.04121,16545.71019,35922.57021,46729.68053,47276.62028,45477.33158,34253.52892,45033.27689,62350.97283,45748.19224,39925.19377,47834.49586,40269.06364,37814.71494
,291.2423215,410.2605064,,,176871.3496,299947.8654,97312.2208,202523.2865,124090.8946,167514.3302,32141.18068,350129.5295,269810.2709,171138.274,138281.2526,289623.794,168883.1122,229182.859,257078.7362,175959.0775,192759.7162,221115.5055,1007582.038,897696.8008,916081.5297,2885.812965,912399.7732,813133.813
,351.2215453,314.9574879,,,259681.6991,216459.9803,292074.239,222162.4233,278179.411,233527.9194,511408.3356,387494.4605,17966.99095,371110.2091,355603.5472,318441.811,152913.4217,195304.391,241993.6608,213719.0227,145126.3562,213616.3484,205787.3193,272804.4779,151267.866,223563.4623,170811.075,17125.76207
,567.2774252,315.2870978,,,49703.95405,137759.8747,49860.40955,99253.16011,53941.29329,81060.76193,15151.11741,39430.82165,53987.18428,21373.75244,36676.69695,15698.58613,119925.7308,168066.669,113870.1802,160626.4227,111340.9397,133399.0848,204600.3767,186465.0241,251731.2213,218404.9416,249420.0359,214044.6858
,813.3998004,305.0380888,,,1599.493044,3519.63779,2970.602916,3204.807037,2932.905211,2110.448036,1754.296202,2459.025603,2633.974918,1815.504224,1922.596811,2247.935837,7536.290022,6078.823279,7547.742135,6761.57657,4906.461253,7117.407903,5550.108871,5017.002881,6521.82562,5564.369283,5542.993265,5300.056668
,239.0945375,259.5617805,,,64025.46958,46159.4882,61030.64397,46815.29892,54022.03341,34976.94797,112540.2117,66561.74906,76092.51796,75583.52687,74492.77842,60023.18253,34050.92955,40402.40786,29996.18246,33820.29904,22266.41956,27314.27683,39336.8603,50631.01885,26228.51851,33627.03979,4385.562774,31653.93151
,618.3973705,280.539167,,,1423.366185,1785.126068,1206.743758,1655.324836,1288.451122,1188.186262,992.6506823,1042.439111,894.5776232,1012.826915,943.7720585,851.7350835,1671.437097,2123.066865,1731.280069,2024.41074,1708.038569,2011.871198,2211.015148,1918.916357,1997.604424,1311.368993,1632.412265,1412.193038
,308.2404073,385.3041025,,,95537.87003,111793.7111,53075.25741,96512.67731,70268.82486,75299.84567,12295.36454,41641.93308,38329.10752,28596.75707,3102.983449,37681.8951,85194.65131,107980.1822,91676.24835,85274.88956,75329.24949,88809.50218,109751.108,92102.14757,109975.1143,96592.70896,98208.81696,87344.68702
,974.4446366,293.7815034,,,7255.280762,9334.32137,5448.32766,8275.71146,5831.714354,5241.547228,1430.360051,4399.540286,2874.755342,1777.875285,2500.813268,3406.998263,16739.72017,21334.5448,16097.74727,21336.93875,13293.78804,20824.27302,18743.08885,10667.78582,12658.60422,18028.12958,16897.49072,7563.674105
,794.0477121,138.3437174,,,6048.738996,5715.628277,2426.576845,3833.25537,5130.759861,4533.656584,781.3855402,3693.018936,1198.127583,1567.079547,606.5724539,1439.435547,6680.897454,8622.894471,7046.94525,5293.609103,7060.145632,8010.671782,5165.517299,7855.022361,1550.219065,9236.1687,2583.594531,5442.708015
,826.5068558,137.4594998,,,8296.578632,9908.919373,2350.727872,9076.866248,5255.672507,6641.424923,650.6547419,5100.869057,720.418242,1366.265681,615.4061254,1646.710152,12727.80922,17619.66087,12316.59842,13387.66848,10556.99052,13635.49076,18612.85969,17585.59811,13264.96938,16597.30049,5791.040633,12195.50325
,486.2947373,170.8815009,,,3663.757942,5017.766162,2385.729936,4975.11155,3617.158332,3503.545952,1687.556828,1881.782129,1058.932836,1427.985987,954.9833927,1021.670009,4630.793845,5758.219861,6693.915977,4321.056728,4936.799148,4897.888686,4269.746557,3772.869789,4548.183662,3848.140903,4000.645562,4145.087494
,318.1858245,344.6545637,,,244168.5082,212010.2557,280409.2042,248954.9272,262639.0619,236917.0489,341115.8385,309402.7345,277569.8374,4054.158988,293591.1295,281736.1863,176702.2628,203545.4945,242329.0571,199208.3769,211297.8688,221191.7282,213385.8105,255281.1907,201227.2911,227209.0768,208020.0281,219023.5902
